cycle,pm_arena_on,pm_arena_off
101,483.84375,486.61328125
102,484.43359375,487.08203125
103,485.0,486.5546875
104,484.4296875,487.12109375
105,484.34765625,487.6875
106,483.78515625,486.6015625
107,484.1328125,487.171875
108,484.7109375,487.7421875
109,484.16015625,487.75
110,482.78125,488.31640625
111,482.3203125,488.31640625
112,482.40234375,488.31640625
113,482.98828125,488.31640625
114,482.94921875,487.75
115,482.37890625,487.7578125
116,483.75390625,488.32421875
117,483.25390625,487.74609375
118,484.3515625,487.7421875
119,483.21484375,486.6015625
120,484.0390625,487.7578125
121,483.8515625,487.75390625
122,484.375,487.16796875
123,436.078125,486.859375
124,482.94921875,486.859375
125,482.625,486.859375
126,483.69140625,486.859375
127,484.3828125,486.859375
128,484.390625,486.859375
129,484.37109375,487.42578125
130,484.32421875,487.31640625
131,482.921875,487.88671875
132,483.1328125,486.88671875
133,484.05078125,487.453125
134,484.29296875,435.75390625
135,484.3125,487.3515625
136,484.875,487.9609375
137,484.3203125,487.96484375
138,483.73828125,487.97265625
139,483.9140625,489.10546875
140,483.7578125,489.6484375
141,484.125,488.83984375
142,484.8671875,488.83984375
143,484.30078125,489.62109375
144,427.67578125,489.04296875
145,484.484375,489.04296875
146,484.48046875,489.04296875
147,484.484375,428.265625
148,483.17578125,487.84375
149,483.8515625,487.8984375
150,483.25,487.6796875
151,484.3828125,488.8359375
152,486.2890625,488.8203125
153,486.17578125,487.6875
154,486.17578125,487.125
155,486.1640625,487.6953125
156,485.55859375,487.7421875
157,485.58203125,487.7421875
158,486.1953125,487.7421875
159,484.82421875,487.7421875
160,485.54296875,488.3125
161,487.24609375,487.75
162,429.48046875,488.31640625
163,486.48828125,488.0
164,486.484375,488.0
165,485.35546875,488.0
166,485.04296875,488.0
167,484.9921875,487.4296875
168,485.84375,487.4296875
169,486.25,488.0
170,486.7578125,488.5703125
171,486.234375,435.078125
172,486.140625,487.82421875
173,484.4609375,487.86328125
174,483.87109375,487.82421875
175,484.69921875,487.82421875
176,485.0078125,487.82421875
177,485.1484375,487.83984375
178,485.71484375,487.83984375
179,485.71484375,487.83984375
180,484.8125,487.84765625
181,484.80078125,488.41796875
182,484.51953125,488.984375
183,483.64453125,488.98828125
184,483.515625,487.953125
185,483.11328125,487.3828125
186,481.54296875,487.3828125
187,481.84765625,488.5390625
188,481.85546875,488.27734375
189,483.06640625,488.53515625
190,484.44921875,489.09765625
191,483.69921875,488.58203125
192,485.3203125,488.5859375
193,485.15234375,488.015625
194,485.1640625,488.5859375
195,485.13671875,489.15234375
196,484.5,488.5859375
197,483.93359375,488.015625
198,483.52734375,488.58203125
199,483.58203125,488.45703125
200,485.265625,489.0390625
201,485.140625,488.5859375
202,431.046875,488.015625
203,482.640625,488.015625
204,483.44921875,488.5859375
205,483.5078125,488.03125
206,484.0625,489.17578125
207,485.78125,428.35546875
208,486.9140625,488.15234375
209,486.28125,487.890625
210,486.28125,488.4609375
211,485.37890625,489.03125
212,485.66015625,489.60546875
213,485.625,489.60546875
214,486.1328125,489.0390625
215,485.33984375,488.4765625
216,484.74609375,489.04296875
217,484.1484375,489.046875
218,485.14453125,489.578125
219,485.14453125,489.5234375
220,484.7890625,489.5234375
221,483.15234375,489.51953125
222,481.89453125,489.51953125
223,482.54296875,489.5234375
224,483.09765625,490.1015625
225,483.31640625,490.09765625
226,483.8828125,490.09765625
227,483.5703125,490.6640625
228,484.72265625,490.09375
229,486.12109375,490.05078125
230,486.328125,490.05078125
231,485.0,488.4921875
232,485.5546875,488.4921875
233,485.49609375,488.4921875
234,485.75390625,488.4921875
235,486.46484375,488.4921875
236,485.8828125,488.4921875
237,485.3125,489.05859375
238,485.1796875,489.0625
239,484.8515625,488.49609375
240,485.765625,489.06640625
241,484.703125,489.05859375
242,484.9609375,489.06640625
243,434.11328125,489.625
244,484.68359375,432.72265625
245,484.66796875,488.98828125
246,484.66796875,489.55859375
247,484.66015625,488.765625
248,484.66796875,488.77734375
249,486.0,489.35546875
250,485.9921875,489.95703125
251,486.10546875,489.96484375
252,485.46875,489.78515625
253,485.45703125,488.65234375
254,485.72265625,488.0859375
255,485.72265625,488.40234375
256,486.29296875,488.96875
257,485.4296875,488.96875
258,486.25390625,488.96875
259,486.56640625,488.96875
260,486.0,488.96875
261,485.4296875,489.5390625
262,485.9921875,489.53515625
263,485.4453125,489.50390625
264,486.33203125,489.1875
265,485.7734375,488.90625
266,486.46875,488.83203125
267,487.046875,488.25390625
268,487.04296875,488.82421875
269,487.10546875,488.14453125
270,488.23828125,488.71484375
271,487.671875,488.734375
272,487.671875,489.30078125
273,488.7421875,489.30078125
274,488.69140625,489.2890625
275,488.06640625,488.71875
276,488.06640625,488.70703125
277,488.05078125,488.14453125
278,488.53515625,488.14453125
279,488.51171875,488.140625
280,487.671875,428.37109375
281,487.671875,487.35546875
282,488.2265625,489.26171875
283,430.5,487.09765625
284,487.83203125,486.5234375
285,488.55859375,486.53125
286,488.5703125,487.671875
287,487.4375,487.109375
288,487.44140625,486.5390625
289,487.44140625,486.5390625
290,487.4453125,487.1171875
291,487.44921875,487.12109375
292,487.44921875,488.3515625
293,488.51953125,488.3515625
294,488.59375,487.76953125
295,488.59375,487.76953125
296,488.59375,488.33984375
297,488.56640625,488.3359375
298,488.46484375,488.2890625
299,488.40234375,488.015625
300,488.953125,487.94921875
301,488.69140625,487.3828125
302,488.6796875,487.375
303,488.6796875,486.80859375
304,488.6796875,486.80859375
305,488.6796875,487.0703125
306,488.6640625,487.0703125
307,488.6640625,487.640625
308,488.6484375,487.640625
309,489.2109375,487.640625
310,489.20703125,488.1015625
311,488.55078125,488.2109375
312,488.54296875,488.21875
313,488.54296875,488.21484375
314,488.01953125,488.77734375
315,488.01953125,488.2109375
316,488.46484375,488.7734375
317,488.46484375,431.24609375
318,488.46484375,487.0625
319,488.01953125,486.80859375
320,487.44921875,486.80859375
321,487.44921875,487.109375
322,488.01953125,486.54296875
323,488.01953125,486.54296875
324,428.34375,487.67578125
325,486.7265625,487.16015625
326,486.7265625,487.16015625
327,486.73046875,486.58984375
328,487.0,487.16015625
329,487.0078125,486.734375
330,487.01953125,487.8046875
331,488.14453125,487.7890625
332,488.15625,487.81640625
333,487.08984375,487.8125
334,487.59765625,487.5
335,488.05859375,487.21484375
336,487.08203125,487.21484375
337,487.6953125,487.21484375
338,487.12890625,487.2109375
339,487.390625,486.64453125
340,487.8984375,487.2109375
341,487.8984375,486.64453125
342,487.83984375,487.21484375
343,487.83984375,487.78515625
344,488.40625,487.79296875
345,488.31640625,488.359375
346,487.96875,487.7890625
347,487.98046875,487.7890625
348,488.55078125,487.7890625
349,487.98046875,488.046875
350,487.96875,488.05078125
351,487.96875,488.0234375
352,487.96875,487.9453125
353,487.984375,429.2890625
354,488.5390625,487.57421875
355,487.96875,487.828125
356,487.96484375,487.87890625
357,487.96875,488.453125
358,487.96875,488.4609375
359,487.3984375,487.8984375
360,487.96875,489.1015625
361,487.96875,487.9453125
362,487.9765625,488.51953125
363,487.98828125,487.38671875
364,430.140625,487.95703125
365,487.3828125,488.52734375
366,487.4375,487.96875
367,487.19140625,488.52734375
368,487.1796875,487.96875
369,487.69921875,487.95703125
370,487.69921875,487.38671875
371,487.69921875,487.703125
372,487.12890625,488.2734375
373,487.390625,488.84375
374,487.95703125,488.8125
375,487.390625,487.38671875
376,487.390625,487.953125
377,487.390625,487.95703125
378,487.390625,488.5234375
379,487.9609375,488.52734375
380,487.9609375,488.5390625
381,487.390625,488.53515625
382,487.390625,488.53125
383,487.390625,487.96484375
384,487.390625,488.53125
385,487.95703125,487.95703125
386,487.39453125,487.95703125
387,487.96484375,488.52734375
388,487.96484375,488.53515625
389,487.39453125,489.1015625
390,488.46484375,432.74609375
391,488.27734375,487.09375
392,488.78125,487.11328125
393,488.1875,487.671875
394,487.96484375,487.66796875
395,487.39453125,487.12109375
396,487.39453125,487.109375
397,487.39453125,487.109375
398,487.96484375,487.5625
399,487.39453125,488.12890625
400,487.96484375,488.125
401,487.96484375,487.63671875
402,487.39453125,488.0859375
403,487.9609375,488.65625
404,487.84375,488.6640625
405,433.7265625,488.66015625
406,486.51953125,487.64453125
407,487.9296875,488.2265625
408,486.703125,487.06640625
409,486.96484375,487.06640625
410,486.9765625,487.63671875
411,487.3984375,488.20703125
412,487.7109375,487.64453125
413,487.14453125,487.63671875
414,487.390625,487.06640625
415,486.8203125,488.22265625
416,487.390625,488.8046875
417,488.4765625,487.65234375
418,488.734375,488.22265625
419,488.23046875,488.75390625
420,488.73046875,488.67578125
421,488.62890625,488.60546875
422,488.62109375,488.578125
423,488.62109375,488.578125
424,487.9140625,489.171875
425,487.9140625,489.7265625
426,487.9140625,437.12890625
427,487.9140625,487.4921875
428,487.9140625,487.4609375
429,487.9140625,487.4765625
430,487.34375,488.05078125
431,487.91015625,488.05859375
432,487.34375,488.8984375
433,487.890625,488.5703125
434,487.76953125,488.89453125
435,487.76953125,488.00390625
436,488.33984375,487.43359375
437,488.90625,487.43359375
438,488.80078125,488.0
439,489.30078125,488.00390625
440,488.33984375,488.00390625
441,487.9609375,488.00390625
442,487.40625,488.90234375
443,488.53515625,488.890625
444,488.53515625,489.4296875
445,488.515625,488.015625
446,431.30078125,487.4296875
447,488.5703125,486.86328125
448,489.4765625,487.95703125
449,489.4765625,487.95703125
450,488.90625,487.95703125
451,488.91015625,488.52734375
452,488.91015625,488.5390625
453,489.48046875,489.1015625
454,488.45703125,488.54296875
455,488.4609375,489.1015625
456,488.4609375,489.1015625
457,488.4609375,489.66796875
458,488.4609375,489.1015625
459,487.88671875,488.2734375
460,488.453125,488.85546875
461,487.88671875,489.41015625
462,488.453125,488.83984375
463,487.88671875,430.6796875
464,488.5,487.03125
465,488.375,487.03125
466,488.375,487.6484375
467,488.93359375,487.390625
468,488.87890625,487.67578125
469,488.8828125,488.25390625
470,488.8828125,487.6796875
471,488.28515625,487.109375
472,488.28515625,487.10546875
473,488.28515625,486.5390625
474,488.85546875,486.5390625
475,488.85546875,487.109375
476,487.93359375,487.7265625
477,487.93359375,487.9921875
478,487.93359375,487.98828125
479,488.5,487.98828125
480,487.93359375,487.4140625
481,487.93359375,486.8515625
482,487.93359375,486.8515625
483,487.93359375,487.86328125
484,489.00390625,488.4296875
485,488.953125,488.4296875
486,488.3828125,488.31640625
487,428.34375,487.87890625
488,486.48046875,487.421875
489,486.734375,487.98828125
490,487.25,487.9921875
491,487.7734375,488.0
492,487.7734375,487.4296875
493,488.34375,487.421875
494,487.90625,487.86328125
495,487.90625,487.86328125
496,487.90625,487.86328125
497,487.90625,488.43359375
498,487.86328125,488.44140625
499,487.8515625,428.4296875
500,487.79296875,487.3203125
