cycle,pm_arena_on,pm_arena_off
458,488.81640625,488.6953125
459,489.44921875,488.1328125
460,489.453125,488.1328125
461,488.2578125,488.1328125
462,488.25390625,488.1328125
463,488.5625,488.39453125
464,489.015625,488.96875
465,488.4375,489.53515625
466,488.16796875,489.53515625
467,488.609375,489.80078125
468,488.30078125,489.80078125
469,489.44140625,489.234375
470,490.5078125,488.65625
471,490.9609375,489.22265625
472,490.640625,488.6640625
473,490.640625,489.23828125
474,490.0859375,488.66796875
475,490.0859375,432.44140625
476,489.4921875,488.2890625
477,489.99609375,488.3046875
478,488.97265625,488.875
479,488.984375,488.8828125
480,489.55078125,488.890625
481,489.55078125,489.45703125
482,490.05078125,488.89453125
483,490.0,488.90625
484,490.0,489.47265625
485,490.0,489.53125
486,490.0,488.9609375
487,489.98046875,488.39453125
488,489.55078125,488.39453125
489,490.10546875,488.39453125
490,490.10546875,488.39453125
491,490.10546875,488.39453125
492,490.10546875,488.39453125
493,489.1640625,488.39453125
494,489.1640625,488.39453125
495,437.76953125,488.9765625
496,488.359375,488.9609375
497,488.890625,488.96484375
498,488.8828125,488.96484375
499,488.37109375,488.96484375
500,489.140625,488.96484375
