cycle,pm_arena_on,pm_arena_off
78,482.34375,488.18359375
79,482.24609375,488.1875
80,483.60546875,488.21875
81,483.97265625,488.78125
82,484.62109375,429.65234375
83,484.4921875,487.12109375
84,485.1875,487.17578125
85,485.62890625,487.3984375
86,484.015625,487.3984375
87,483.41796875,487.98046875
88,483.96484375,488.53515625
89,483.02734375,487.97265625
90,482.8359375,487.96875
91,483.69140625,487.96875
92,483.25390625,487.9765625
93,482.83984375,488.5390625
94,483.3515625,487.97265625
95,482.64453125,487.9765625
96,481.86328125,488.78125
97,482.5703125,488.77734375
98,482.88671875,488.77734375
99,482.25,488.21484375
100,482.01171875,488.796875
101,482.51171875,488.78125
102,483.64453125,488.21484375
103,484.22265625,488.78515625
104,482.41796875,488.78125
105,482.5625,489.34765625
106,483.12109375,488.7890625
107,429.3359375,488.7890625
108,483.5546875,489.35546875
109,482.3984375,488.21875
110,482.4375,488.21875
111,482.09375,488.21875
112,483.1875,488.7890625
113,485.296875,488.78515625
114,484.52734375,488.7890625
115,484.52734375,489.25
116,484.5390625,489.81640625
117,484.03125,489.80859375
118,483.06640625,489.80859375
119,483.2265625,428.53515625
120,482.6015625,488.3203125
121,482.85546875,488.421875
122,484.88671875,488.421875
123,485.33203125,489.2109375
124,483.05859375,488.5078125
125,483.328125,488.55859375
126,483.33984375,488.55859375
127,484.171875,488.55859375
128,484.47265625,488.55859375
129,483.87890625,489.125
130,483.5234375,488.23828125
131,483.55078125,488.23828125
132,483.25390625,488.80859375
133,482.69921875,488.23828125
134,482.68359375,488.74609375
135,482.671875,489.31640625
136,482.17578125,489.59375
137,483.30859375,490.16015625
138,481.60546875,490.16015625
139,483.8828125,490.16015625
140,483.1640625,488.9765625
141,482.61328125,488.9765625
142,482.32421875,489.546875
143,483.03515625,489.54296875
144,482.45703125,488.21484375
145,428.21875,488.21484375
146,482.58984375,488.21484375
147,482.51953125,488.21484375
148,483.78515625,488.21484375
149,483.15625,488.21484375
150,483.97265625,488.21484375
151,484.02734375,488.21484375
152,484.01171875,488.21484375
153,483.3828125,488.21484375
154,483.89453125,488.80078125
155,484.421875,488.78515625
156,483.79296875,431.375
157,483.8984375,487.05859375
158,483.87109375,487.64453125
159,483.9296875,488.21484375
160,483.9375,488.51171875
161,483.05859375,489.09375
162,483.6171875,489.07421875
163,483.0625,489.07421875
164,483.07421875,489.07421875
165,484.99609375,489.00390625
166,484.34765625,489.00390625
167,485.05078125,488.99609375
168,483.6484375,488.36328125
169,484.11328125,489.1953125
170,483.28515625,489.1953125
171,484.98828125,488.28515625
172,485.41796875,488.27734375
173,485.23828125,488.546875
174,484.640625,488.546875
175,483.51953125,488.546875
176,483.42578125,488.51171875
177,485.12890625,489.3515625
178,483.8671875,488.66796875
179,485.0,489.234375
180,484.4296875,489.234375
181,484.4296875,488.66796875
182,483.77734375,488.66796875
183,483.70703125,488.66796875
184,430.9140625,488.66796875
185,483.515625,489.234375
186,483.26953125,489.20703125
187,482.7890625,489.4609375
188,484.7578125,489.72265625
189,484.58203125,489.11328125
190,484.015625,489.6796875
191,483.40234375,488.80078125
192,483.52734375,489.37890625
193,482.9765625,430.4609375
194,483.98828125,488.62890625
195,484.9375,488.203125
196,484.76953125,487.63671875
197,483.98828125,487.6484375
198,484.80859375,487.6484375
199,483.81640625,487.65625
200,484.1875,487.92578125
201,484.7578125,488.5078125
202,485.0234375,488.4921875
203,484.7578125,487.92578125
204,485.07421875,487.92578125
205,485.21875,487.92578125
206,484.19140625,487.92578125
207,484.64453125,488.4921875
208,484.27734375,487.92578125
209,483.6953125,487.92578125
210,484.0,487.9296875
211,483.91015625,487.9296875
212,483.91015625,487.9296875
213,484.0859375,487.9296875
214,485.35546875,487.9296875
215,484.67578125,487.9296875
216,485.78125,487.9296875
217,485.7578125,487.9296875
218,485.7421875,487.9296875
219,485.17578125,488.5
220,485.17578125,488.49609375
221,485.68359375,487.9296875
222,485.17578125,488.4921875
223,486.56640625,487.9296875
224,428.578125,488.4921875
225,486.24609375,488.4921875
226,486.50390625,488.4921875
227,486.6484375,488.5
228,487.21484375,489.0390625
229,487.2734375,489.0390625
230,487.8359375,434.578125
231,486.71484375,488.7421875
232,486.7109375,489.01953125
233,487.859375,489.6484375
234,486.28515625,489.1171875
235,486.8671875,488.55859375
236,486.30078125,489.6640625
237,486.8671875,489.625
238,486.87890625,489.59765625
239,486.31640625,489.578125
240,487.3984375,489.01953125
241,486.58203125,488.453125
242,487.09765625,488.453125
243,488.25,488.453125
244,487.6796875,488.453125
245,487.6796875,488.453125
246,487.6796875,487.97265625
247,487.6796875,487.97265625
248,488.1796875,488.54296875
249,487.6796875,489.109375
250,487.6796875,489.10546875
251,487.6796875,488.5390625
252,487.6796875,489.12109375
253,488.1796875,489.67578125
254,488.1796875,489.10546875
255,488.1796875,489.1015625
256,488.1796875,489.1015625
257,488.1796875,489.1015625
258,488.1796875,489.1015625
259,488.1796875,489.1015625
260,488.6796875,488.5390625
261,488.62890625,488.5390625
262,488.1796875,489.12109375
263,488.6796875,489.10546875
264,431.89453125,488.5390625
265,487.54296875,488.5390625
266,487.63671875,488.5390625
267,488.234375,429.359375
268,487.70703125,487.546875
269,487.70703125,487.60546875
270,488.5390625,487.8671875
271,487.96484375,487.8671875
272,487.62109375,487.8671875
273,487.62109375,488.80078125
274,488.19140625,488.796875
275,488.7578125,488.234375
276,488.1875,488.234375
277,488.18359375,488.234375
278,487.625,488.80078125
279,488.125,488.234375
280,488.6953125,488.234375
281,488.6953125,488.81640625
282,488.703125,488.80078125
283,488.703125,488.76953125
284,488.703125,488.76953125
285,488.078125,488.76953125
286,488.078125,488.71875
287,488.578125,488.8046875
288,488.578125,488.80078125
289,488.4921875,488.234375
290,488.4921875,488.80078125
291,488.48828125,488.234375
292,488.078125,488.80078125
293,488.578125,488.80078125
294,489.08203125,488.69140625
295,488.55859375,488.6796875
296,488.55859375,489.26171875
297,488.55859375,489.828125
298,487.6328125,489.81640625
299,487.6328125,488.8046875
300,487.6328125,489.37109375
301,487.6328125,488.25390625
302,487.6328125,488.25390625
303,487.6640625,488.25390625
304,428.69921875,431.1328125
305,487.171875,487.09765625
306,487.74609375,487.4296875
307,488.2421875,487.69921875
308,488.14453125,487.70703125
309,488.12890625,488.53515625
310,488.1796875,487.9765625
311,488.125,488.78515625
312,488.18359375,488.78515625
313,488.12890625,488.78515625
314,488.11328125,488.78515625
315,488.11328125,489.3671875
316,488.11328125,489.81640625
317,488.6171875,489.81640625
318,487.41015625,489.3671875
319,487.41015625,489.36328125
320,487.41015625,488.80078125
321,487.41015625,489.3671875
322,487.91015625,489.3671875
323,487.82421875,489.3515625
324,488.32421875,489.3515625
325,488.25390625,489.3515625
326,488.23828125,489.3515625
327,488.23828125,489.33984375
328,487.41015625,489.921875
329,487.41015625,489.38671875
330,487.41015625,488.81640625
331,487.41015625,488.81640625
332,487.41015625,488.81640625
333,487.97265625,488.81640625
334,487.97265625,489.3984375
335,487.41015625,489.96484375
336,487.41015625,489.3828125
337,487.41015625,489.3828125
338,487.41015625,489.79296875
339,487.41015625,490.359375
340,487.91015625,490.3046875
341,487.82421875,491.4375
342,487.8203125,490.2890625
343,488.3203125,490.28515625
344,433.24609375,490.8515625
345,487.3203125,490.2109375
346,487.71875,489.578125
347,487.71875,488.8125
348,488.01171875,488.8125
349,488.515625,489.37890625
350,488.5078125,489.34375
351,488.46875,489.0625
352,489.03515625,488.5
353,487.984375,488.5
354,487.1953125,489.08203125
355,487.76953125,489.06640625
356,488.59765625,488.5
357,488.60546875,488.5
358,488.60546875,488.5
359,489.171875,488.5
360,489.16796875,488.5
361,489.19921875,488.5
362,489.19921875,489.08203125
363,488.5625,489.6484375
364,488.55078125,489.63671875
365,488.55078125,489.63671875
366,489.1171875,489.06640625
367,488.55078125,489.0703125
368,488.55078125,489.06640625
369,489.1171875,488.5
370,489.10546875,488.5
371,487.984375,488.5
372,487.98828125,489.08203125
373,487.984375,489.63671875
374,487.41796875,489.06640625
375,487.41796875,488.5
376,487.41796875,489.08203125
377,487.41796875,489.06640625
378,487.98828125,430.234375
379,487.984375,487.25
380,487.41796875,487.328125
381,487.91796875,487.9140625
382,487.83203125,488.48046875
383,487.828125,487.8984375
384,487.8203125,487.59765625
385,433.49609375,488.19140625
386,486.484375,488.74609375
387,486.8125,488.1875
388,487.0859375,488.125
389,428.1953125,488.06640625
390,487.02734375,488.06640625
391,487.0625,487.96875
392,487.0625,487.96875
393,487.66796875,487.65234375
394,488.52734375,488.21484375
395,487.9609375,487.65234375
396,487.9609375,487.65234375
397,487.39453125,487.65234375
398,487.95703125,487.65234375
399,487.95703125,487.65234375
400,487.39453125,488.23046875
401,487.95703125,487.68359375
402,487.96484375,487.68359375
403,487.9609375,487.68359375
404,487.96484375,488.265625
405,488.42578125,488.8203125
406,488.4296875,488.25
407,488.4296875,487.68359375
408,488.4296875,487.68359375
409,488.4296875,487.68359375
410,488.42578125,488.265625
411,488.42578125,488.82421875
412,488.42578125,488.82421875
413,488.69140625,488.25390625
414,489.2578125,488.25
415,488.67578125,430.60546875
416,488.9453125,487.5859375
417,489.51171875,487.6015625
418,488.9453125,488.17578125
419,488.9375,488.2265625
420,489.50390625,487.66015625
421,488.94921875,488.2265625
422,488.94921875,488.2421875
423,488.94921875,488.23828125
424,488.94921875,488.2421875
425,489.453125,488.80859375
426,431.890625,488.78125
427,487.6640625,488.78125
428,488.859375,488.78125
429,487.3515625,489.34765625
430,487.8671875,488.69140625
431,488.0625,488.70703125
432,488.19921875,489.28515625
433,488.19921875,488.99609375
434,488.703125,488.96484375
435,488.65234375,488.9609375
436,488.65234375,488.95703125
437,488.64453125,488.546875
438,489.20703125,489.11328125
439,488.58203125,488.42578125
440,488.5859375,488.42578125
441,489.06640625,488.3984375
442,489.05078125,489.51171875
443,490.1796875,489.78515625
444,489.6171875,490.3515625
445,490.1796875,490.3515625
446,490.1796875,490.3515625
447,489.66015625,489.78515625
448,488.84375,489.78515625
449,488.84375,489.78515625
450,488.84375,489.203125
451,488.84375,488.21875
452,488.84375,428.9375
453,489.96875,486.546875
454,489.9765625,486.875
455,490.54296875,486.88671875
456,490.54296875,487.15234375
457,490.54296875,487.734375
458,490.54296875,487.71875
459,490.54296875,488.23828125
460,489.34765625,488.23828125
461,488.78125,488.23828125
462,488.78125,487.67578125
463,488.78125,488.23828125
464,489.35546875,488.23828125
465,488.7890625,488.23828125
466,488.7890625,488.23828125
467,488.7890625,488.24609375
468,488.7890625,488.8125
469,489.2890625,488.8125
470,489.76953125,488.8125
471,489.2890625,488.78515625
472,488.7890625,488.69921875
473,489.2890625,488.69921875
474,489.2890625,488.6953125
475,489.85546875,489.26171875
476,488.7890625,488.6953125
477,488.7890625,489.26171875
478,488.7890625,488.69140625
479,489.359375,489.2578125
480,489.359375,489.2578125
481,489.36328125,488.69140625
482,489.3515625,489.2578125
483,489.34765625,488.6875
484,488.79296875,488.6875
485,488.78125,488.78515625
486,488.78515625,488.21875
487,489.3515625,488.78515625
488,488.78515625,488.78515625
489,489.29296875,430.921875
490,489.85546875,487.19921875
491,490.42578125,487.234375
492,490.42578125,487.30078125
493,490.42578125,488.40234375
494,490.42578125,487.88671875
495,489.421875,488.7265625
496,489.98828125,488.16015625
497,489.98828125,488.7265625
498,488.78125,488.7265625
499,488.78515625,488.72265625
500,488.78125,488.73046875
